command_id,sequence_number,message_id,originator_addr,recipient_addr,short_message,src_ip,src_port,dst_ip,dst_port,timestamp
0x80000015,2400,,,,,35.200.227.177,14011,172.17.0.47,57030,29/06/25 08:02:06
0x00000015,2400,,,,,172.17.0.47,57044,35.200.227.177,14011,29/06/25 08:02:06
0x00000015,2400,,,,,10.51.3.123,57044,35.200.227.177,14011,29/06/25 08:02:06
0x00000015,2400,,,,,172.17.0.47,57062,35.200.227.177,14011,29/06/25 08:02:06
0x00000015,2400,,,,,10.51.3.123,57062,35.200.227.177,14011,29/06/25 08:02:06
0x00000015,2400,,,,,172.17.0.47,57052,35.200.227.177,14011,29/06/25 08:02:06
0x00000015,2400,,,,,10.51.3.123,57052,35.200.227.177,14011,29/06/25 08:02:06
0x00000015,2400,,,,,172.17.0.47,57060,35.200.227.177,14011,29/06/25 08:02:06
0x00000015,2400,,,,,10.51.3.123,57060,35.200.227.177,14011,29/06/25 08:02:06
0x00000015,2400,,,,,172.17.0.47,56996,35.200.227.177,14011,29/06/25 08:02:06
0x00000015,2400,,,,,10.51.3.123,56996,35.200.227.177,14011,29/06/25 08:02:06
0x00000015,2400,,,,,172.17.0.47,57074,35.200.227.177,14011,29/06/25 08:02:06
0x00000015,2400,,,,,10.51.3.123,57074,35.200.227.177,14011,29/06/25 08:02:06
0x80000015,2400,,,,,35.200.227.177,14011,10.51.3.123,57062,29/06/25 08:02:06
0x80000015,2400,,,,,35.200.227.177,14011,172.17.0.47,57062,29/06/25 08:02:06
